Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta,Run Scored Delta,Run Allowed Delta,Run Delta Delta,Run Delta Percent Delta,Win Total Delta,H_AVG,H_OBP,H_SLG,H_BFW,H_O_AVG,H_O_OBP,H_O_SLG,A_AVG,A_OBP,A_SLG,A_BFW,A_O_AVG,A_O_OBP,A_O_SLG
monday sep 16,W,DET,BAL,-0.031561763105387275,-2,-106,-65,-41,-0.07009999999999994,-5,0.24,0.294,0.388,-21.1,0.275,0.342,0.478,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
friday sep 27,L,BOS,BAL,0.1949685534591195,0,179,-160,339,0.3653000000000001,31,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
saturday sep 28,L,BOS,BAL,0.18750000000000008,-3,176,-157,333,0.3579,30,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
sunday sep 29,W,BOS,BAL,0.18012422360248442,-5,171,-152,323,0.3445999999999999,29,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001
monday apr 15,L,SDP,COL,0.3970588235294118,-2,18,-11,29,0.3655000000000001,7,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
tuesday apr 16,L,SDP,COL,0.3169934640522876,-4,15,-8,23,0.2792,6,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
thursday apr 18,L,SDP,CIN,0.2848297213622291,1,10,21,-11,-0.1331,6,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
friday apr 19,L,SDP,CIN,0.2166666666666668,-5,7,24,-17,-0.2119000000000001,5,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
saturday apr 20,L,SDP,CIN,0.1553884711779449,-7,6,25,-19,-0.23229999999999995,4,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
sunday apr 21,W,SDP,CIN,0.09999999999999998,-9,4,27,-23,-0.27590000000000003,3,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
friday may 10,W,COL,SDP,-0.093172119487909,0,33,51,-18,-0.09219999999999996,-4,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
saturday may 11,L,COL,SDP,-0.06477732793522263,3,43,41,2,0.021399999999999968,-3,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
sunday may 12,W,COL,SDP,-0.08846153846153842,-2,42,42,0,0.010099999999999998,-4,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
thursday may 16,W,SDP,PIT,-0.013372093023255816,-2,17,-14,31,0.15259999999999996,1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
friday may 17,L,SDP,PIT,0.010532150776053184,3,18,-15,33,0.15969999999999995,2,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
saturday may 18,L,SDP,PIT,-0.012698412698412764,-2,16,-13,29,0.13780000000000006,1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
